eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1178665,ISK,ISK|ISK-MD,1998,8,24,22,22,8.9,,29.24,38.89,,,,8,,3.22,0.27
1178762,ISK,ISK|ATH-MD,1998,8,25,10,57,46.2,,27.13,38.06,,,,7,,4.14,0.246
1179420,ATH,ATH|ATH-MD,1998,8,28,20,28,28.7,,26.91,35.39,,,,10,,3.73,0.246
1179444,ISK,ISK|ISK-MD,1998,8,28,22,31,5.5,,27.97,37.24,,,,10,,3.22,0.27
1179476,ISC,ISC|ATH-MD,1998,8,29,3,12,53.01,1.57,27.1354,35.8373,13.93,15.65,90,5,,3.73,0.246
1179944,ISK,ISK|ATH-ML,1998,8,31,14,48,20.9,,26.36,35.81,,,,10,,4.59,0.22
1179967,ISC,ISC|ATH-MD,1998,8,31,17,8,3.37,0.96,27.8063,36.5412,9.533,7.481,90,5,,4.04,0.246
1179970,ATH,ATH|ATH-MD,1998,8,31,17,19,15.1,,26.99,35.42,,,,10,,3.63,0.246
1180006,ISC,ISC|ATH-MD,1998,8,31,21,59,26.31,1.5,27.1597,35.6067,18.22,21.19,90,59,,3.83,0.246
1180021,ISC,ISC|ATH-MD,1998,8,31,23,30,22.66,0.97,26.3892,35.5886,12.85,7.952,,37,,3.73,0.246
1202277,ISK,ISK|ISK-MD,1998,9,1,9,20,31.4,,27.73,38.81,,,,15,,3.22,0.27
1202780,ISK,ISK|ISK-MD,1998,9,3,14,50,21.8,,27.1,39.13,,,,5,,3.22,0.27
1202992,ISK,ISK|ISK-MD,1998,9,4,17,46,53.2,,28.15,37.35,,,,10,,3.22,0.27
1203029,ATH,ATH|ATH-MD,1998,9,4,23,53,3.2,,26.99,36.08,,,,5,,3.94,0.246
1203137,ISK,ISK|ISK-MD,1998,9,5,12,20,58.7,,29.28,37.89,,,,10,,3.22,0.27
1203209,ISK,ISK|ISK-MD,1998,9,5,22,20,16.5,,29.32,37.75,,,,12,,3.22,0.27
1203328,ISC,ISC|ATH-MD,1998,9,6,16,11,5.06,3.35,29.0802,35.5507,31.36,15.15,,10,,4.14,0.246
1203472,ISK,ISK|ATH-MD,1998,9,7,12,48,20.4,,27.94,37.28,,,,5,,3.94,0.246
1203494,ISC,ISC|ATH-MD,1998,9,7,15,57,40.84,1.38,25.6779,38.5412,17.51,9.535,90,37,,3.94,0.246
1203531,ISC,ISC|ATH-MD,1998,9,7,23,15,54.64,3.75,26.8062,38.4623,29.68,11.98,90,13.5,32.6,3.83,0.246
1203535,THE,THE|ATH-ML,1998,9,7,23,43,9.69,,26.657,38.676,,,,7,,3.94,0.22
1203561,ISK,ISK|ISK-MD,1998,9,8,3,30,50.1,,29.15,37.9,,,,9,,3.22,0.27
1203651,ISK,ISK|ISK-MD,1998,9,8,16,54,9,,30,38.09,,,,10,,3.43,0.27
1203678,ISK,ISK|ISK-MD,1998,9,8,21,2,7.2,,29.13,38.03,,,,6,,3.43,0.27
1203706,ISK,ISK|ISK-MD,1998,9,9,0,23,10.6,,29.5,37.98,,,,10,,3.22,0.27
1203710,ISC,ISC|ATH-MD,1998,9,9,0,29,6.08,2.21,26.0247,38.7241,14.52,7.903,90,9,21.7,3.83,0.246
1203712,ISK,ISK|ISK-MD,1998,9,9,1,1,47.9,,29.12,37.96,,,,7,,3.22,0.27
1203823,ISC,ISC|ATH-ML,1998,9,9,13,23,28.68,0.69,25.7335,36.6234,6.708,6.194,90,5,,3.94,0.22
1203833,ISC,ISC|ATH-MD,1998,9,9,14,40,29.65,1.2,26.7434,37.2482,12.34,9.101,,10,,4.04,0.246
1204536,ISC,ISC|ATH-MD,1998,9,13,16,7,19,1.37,27.5489,35.631,15.37,9.933,,10,,4.14,0.246
1204559,ATH,ATH|ATH-MD,1998,9,13,19,24,23.2,,25.77,35.57,,,,5,,3.94,0.246
1204579,ISC,ISC|ATH-MD,1998,9,13,22,33,50.66,2.33,27.1844,36.1612,18.82,10.02,90,29.2,36.8,4.04,0.246
1204719,ISC,ISC|ATH-MD,1998,9,14,19,47,13.68,1.06,26.9049,35.5924,10.45,7.402,,5,,4.14,0.246
1204747,ISK,ISK|ISK-MD,1998,9,15,1,4,29.3,,29.28,37.84,,,,8,,3.86,0.27
1204789,ISK,ISK|ISK-MD,1998,9,15,7,3,15.4,,27.65,39.22,,,,5,,3.43,0.27
1204860,ISK,ISK|ATH-MD,1998,9,15,10,43,43.2,,29.37,37.94,,,,8,,4.24,0.246
1204909,ISC,ISC|ATH-MD,1998,9,15,16,12,23.9,0.73,27.1261,37.5263,7.403,6.349,90,6,,4.04,0.246
1205031,ISK,ISK|ISK-MD,1998,9,16,8,7,38,,27.13,38.63,,,,10,,3.22,0.27
1205082,ISC,ISC|ATH-MD,1998,9,16,13,3,32.27,1.24,27.4794,35.8407,15.91,18.43,90,2,,4.14,0.246
1205139,ATH,ATH|ATH-MD,1998,9,16,21,40,33.6,,25.89,35.51,,,,5,,4.04,0.246
1205217,ISC,ISC|ATH-MD,1998,9,17,8,38,26.9,1.82,26.7274,36.482,28.63,11.79,,22,,3.83,0.246
1205324,ISK,ISK|ISK-MD,1998,9,17,21,0,59,,30.02,38.1,,,,10,,3.54,0.27
1205382,ISK,ISK|ISK-MD,1998,9,18,5,6,15.6,,27.71,39.47,,,,10,,3.33,0.27
1205402,ISC,ISC|ATH-MD,1998,9,18,7,1,19.49,1.02,26.8531,35.7516,13.44,7.846,,5,,3.94,0.246
1205692,ISC,ISC|ATH-MD,1998,9,19,18,40,13.48,0.77,29.0823,37.166,7.864,8.9,90,36,,4.14,0.246
1205698,ISC,ISC|ATH-ML,1998,9,19,19,30,34.77,0.65,25.8469,38.6566,7.221,5.827,90,5,,3.57,0.22
1205699,ISK,ISK|ISK-MD,1998,9,19,19,34,44.2,,29.27,38.09,,,,10,,3.33,0.27
1205804,ISK,ISK|ATH-MD,1998,9,20,9,32,38.4,,27.58,39.54,,,,9,,3.83,0.246
1205900,ATH,ATH|ATH-MD,1998,9,20,22,41,43.6,,26.88,39.06,,,,4,,3.73,0.246
1205928,ISC,ISC|ATH-MD,1998,9,21,2,40,7.19,1.05,27.128,35.6108,16.93,8.239,,5.2,16.3,4.14,0.246
1206043,ISC,ISC|ATH-MD,1998,9,21,16,10,11.67,2.48,27.1765,35.4161,23.79,17.42,,5,,4.14,0.246
1206083,ISC,ISC|ATH-MD,1998,9,21,19,11,54.65,1.08,26.7383,37.8026,9.937,9.801,90,5,,3.94,0.246
1206292,ISK,ISK|ATH-ML,1998,9,22,22,48,14.4,,26.38,34.47,,,,9,,4.41,0.22
1206652,ISK,ISK|ISK-MD,1998,9,24,22,39,47.2,,29.36,37.95,,,,8,,3.54,0.27
1206701,ISK,ISK|ISK-MD,1998,9,25,6,25,21.6,,29.45,37.93,,,,15,,3.33,0.27
1206758,ISC,ISC|ATH-MD,1998,9,25,13,31,4.49,1.93,27.0509,35.3604,21.7,9.541,,25,12.3,4.14,0.246
1206782,NIC,NIC|NIC-ML,1998,9,25,16,20,31.4,,30.87,35.49,,,,25,,3.53,0.261
1207348,ISK,ISK|NEIC-MB,1998,9,28,16,53,4,,26.9,35.02,,,,9,,4.03,0.225
1207385,ATH,ATH|ATH-MD,1998,9,28,20,25,52,,25.51,36.51,,,,10,,4.04,0.246
1207401,ISK,ISK|ISK-MD,1998,9,28,21,48,35.1,,29.16,38.01,,,,8,,3.43,0.27
1207414,ISK,ISK|ISK-MD,1998,9,28,23,48,24.1,,30.73,38.56,,,,5,,3.22,0.27
1207451,ISK,ISK|ISK-MD,1998,9,29,3,7,52.5,,31.17,36.19,,,,11,,3.75,0.27
1207493,ATH,ATH|ATH-MD,1998,9,29,8,47,12.2,,27.77,37.44,,,,3,,4.04,0.246
1207602,ATH,ATH|ATH-MD,1998,9,29,23,19,48.3,,25.77,36.2,,,,10,,3.94,0.246
1207622,ATH,ATH|ATH-MD,1998,9,30,1,13,0.7,,25.71,36.15,,,,10,,3.73,0.246
1207657,ISK,ISK|ISK-MD,1998,9,30,6,48,37.7,,29.21,37.95,,,,11,,3.33,0.27
1309407,ISC,ISC|ATH-MD,1998,10,1,12,41,32.6,1.41,27.3167,35.8695,13.23,11.14,90,16.9,25.4,4.04,0.246
1309490,ISK,ISK|ISK-MD,1998,10,2,0,47,54.3,,29.25,36.8,,,,10,,3.33,0.27
1309687,ISC,ISC|ATH-MD,1998,10,3,3,10,12.16,0.73,27.0777,35.592,5.994,7.359,90,28.3,8.1,4.04,0.246
1309830,ISK,ISK|ATH-MD,1998,10,3,22,51,16,,28.28,36.22,,,,10,,4.24,0.246
1309973,ISK,ISK|ISK-MD,1998,10,4,20,49,3.3,,29.43,37.88,,,,11,,3.22,0.27
1309988,ATH,ATH|ATH-MD,1998,10,4,22,47,29.5,,27.34,35.31,,,,8,,4.14,0.246
1310038,ATH,ATH|ATH-MD,1998,10,5,6,22,22.9,,25.85,35.1,,,,25,,4.04,0.246
1310097,ISK,ISK|ISK-MD,1998,10,5,12,6,16.1,,28.54,38.84,,,,9,,3.22,0.27
1310165,ISK,ISK|NEIC-MB,1998,10,5,19,55,55.8,,31.24,36.92,,,,10,,4.13,0.225
1310296,ISK,ISK|ATH-MD,1998,10,6,14,35,26.6,,27.76,38.8,,,,10,,4.04,0.246
1310328,ISK,ISK|ISK-MD,1998,10,6,17,4,7.1,,27.66,38.85,,,,8,,3.33,0.27
1310362,ISK,ISK|ISK-MD,1998,10,6,20,47,33.9,,27.69,38.88,,,,9,,3.22,0.27
1310390,ISC,ISC|ATH-MD,1998,10,7,0,19,5.92,1.13,27.2798,35.1517,6.271,6.838,90,18.9,16.1,4.14,0.246
1310391,ISC,ISC|ATH-MD,1998,10,7,0,22,8.29,1.61,27.0612,35.5354,29.47,15.12,,10,,3.83,0.246
1310399,ISK,ISK|ISK-MD,1998,10,7,2,23,25.7,,27.96,37.76,,,,5,,3.22,0.27
1310414,ISK,ISK|ATH-ML,1998,10,7,4,59,17.2,,25.25,31.53,,,,10,,4.5,0.22
1310698,ISK,ISK|ATH-MD,1998,10,8,12,47,15.3,,27.43,36.54,,,,11,,4.14,0.246
1310767,ISC,ISC|ATH-MD,1998,10,8,21,16,39.14,1.37,25.5939,35.9184,14.53,11.75,,10,,4.04,0.246
1310939,ISK,ISK|ISK-MD,1998,10,9,18,47,18.8,,26.77,38.65,,,,10,,3.33,0.27
1310944,ISK,ISK|ISK-MD,1998,10,9,19,26,12.8,,26.79,38.66,,,,10,,3.22,0.27
1311055,ISK,ISK|ATH-MD,1998,10,10,12,36,23.1,,26.75,38.52,,,,10,,4.04,0.246
1311067,ISK,ISK|ISK-MD,1998,10,10,13,22,41.7,,26.85,38.72,,,,10,,3.33,0.27
1311326,ISK,ISK|ATH-MD,1998,10,11,22,4,48.6,,26.49,38.73,,,,9,,3.94,0.246
1311399,ISC,ISC|ATH-MD,1998,10,12,8,45,42.64,1.53,25.427,36.5717,12.35,9.424,90,28.7,22.5,3.83,0.246
1311430,ISC,ISC|ATH-MD,1998,10,12,12,58,42.91,1.47,25.5129,36.6579,11.45,13.11,90,31,21.4,3.94,0.246
1311478,ISC,ISC|ATH-MD,1998,10,12,18,59,55.27,1.87,26.3486,35.319,41.21,10.78,,32,,4.04,0.246
1311599,ATH,ATH|ATH-MD,1998,10,13,13,49,20.9,,25.76,36.78,,,,10,,3.94,0.246
1311672,ISK,ISK|ISK-MD,1998,10,13,21,53,18.3,,26.61,38.89,,,,10,,3.54,0.27
1311675,ISK,ISK|ISK-MD,1998,10,13,22,12,29.9,,28.31,38.41,,,,5,,3.22,0.27
1311781,ISC,ISC|ATH-MD,1998,10,14,13,48,5.42,2.35,26.4414,35.2905,43.22,12.3,,5,,4.04,0.246
1312127,ISC,ISC|ATH-MD,1998,10,16,17,22,7.54,1.43,26.8871,36.0128,14.87,10.69,,32.8,21.6,3.73,0.246
1312129,ISC,ISC|ATH-MD,1998,10,16,17,23,24.92,0.71,26.8613,36.0851,5.786,6.926,90,5,,4.04,0.246
1312130,ISC,ISC|ATH-MD,1998,10,16,17,33,4.49,0.68,26.8111,36.0593,7.393,5.537,,5,,4.14,0.246
1312146,ISC,ISC|ATH-MD,1998,10,16,20,10,4.2,0.69,26.7979,36.0585,7.282,5.797,,6,,4.04,0.246
1312180,ISC,ISC|ATH-MD,1998,10,17,1,19,58.7,1.07,27.0839,35.9062,12.54,11.28,90,10,,3.94,0.246
1312189,ISK,ISK|ISK-MD,1998,10,17,3,23,54.8,,28.32,39.34,,,,9,,3.33,0.27
1312226,ISC,ISC|ATH-ML,1998,10,17,10,2,6.22,0.22,26.7044,36.6676,3.286,2.52,,159.2,3.2,4.22,0.22
1312309,ISK,ISK|ISK-MD,1998,10,17,22,44,14.5,,28.94,36.24,,,,7,,3.54,0.27
1312345,ISK,ISK|ATH-MD,1998,10,18,2,51,59.2,,26.84,38.57,,,,7,,3.73,0.246
1312490,ISK,ISK|ISK-MD,1998,10,18,21,17,4.5,,27.82,39.39,,,,5,,3.33,0.27
1312550,ISK,ISK|ATH-MD,1998,10,19,5,40,1.8,,27.24,38.09,,,,5,,3.94,0.246
1312685,ISK,ISK|ATH-MD,1998,10,20,0,1,5.8,,28.2,37.25,,,,6,,4.14,0.246
1312830,ISK,ISK|ATH-MD,1998,10,20,20,24,9,,28.25,37.23,,,,10,,4.24,0.246
1312903,ISC,ISC|ATH-MD,1998,10,21,5,46,46.8,1.21,26.6907,37.7186,8.886,10.72,90,5,,3.83,0.246
1313130,ISK,ISK|ISK-MD,1998,10,22,12,51,1.5,,28.31,39.35,,,,8,,3.22,0.27
1313235,ISK,ISK|NEIC-MB,1998,10,23,5,4,19.8,,29.28,36.06,,,,11,,4.23,0.225
1313263,ISK,ISK|NEIC-MB,1998,10,23,8,39,6.1,,29.42,36.3,,,,10,,4.33,0.225
1313386,ISK,ISK|ISK-MD,1998,10,23,23,48,13.8,,29.89,38.93,,,,5,,3.65,0.27
1313540,ISK,ISK|ISK-MD,1998,10,25,2,35,2.8,,29.81,36.13,,,,15,,3.43,0.27
1313549,ISK,ISK|ISK-MD,1998,10,25,4,29,7.7,,29.1,37.1,,,,10,,3.54,0.27
1313651,ISK,ISK|ATH-MD,1998,10,25,19,35,22.4,,28.43,36.18,,,,10,,4.14,0.246
1313770,ISK,ISK|ATH-MD,1998,10,26,14,42,54,,29.05,36.98,,,,33,,4.24,0.246
1314221,ISC,ISC|ATH-MD,1998,10,29,7,48,46.66,1.31,26.8537,35.5045,22.28,7.518,,5,,4.04,0.246
1314222,ATH,ATH|ATH-MD,1998,10,29,7,52,49.5,,27.11,35.36,,,,26,,3.94,0.246
1314256,ISC,ISC|ATH-MD,1998,10,29,13,12,0.26,1.02,26.5056,35.5697,17.24,7.584,,2,,3.94,0.246
1314281,ISC,ISC|ATH-MD,1998,10,29,17,9,54.86,0.77,27.1221,35.7829,8.802,7.042,,5,,3.94,0.246
1314295,ISK,ISK|ISK-MD,1998,10,29,18,46,40.5,,29.61,39,,,,11,,3.33,0.27
1314331,ISK,ISK|ATH-MD,1998,10,29,23,8,11.5,,28.36,36.54,,,,33,,4.24,0.246
1314333,ISK,ISK|ATH-MD,1998,10,29,23,18,58.9,,27.1,36.55,,,,33,,4.14,0.246
1314387,ISK,ISK|ISK-MD,1998,10,30,8,9,25.3,,29.71,37.86,,,,9,,3.54,0.27
1314430,ISK,ISK|ATH-MD,1998,10,30,13,15,54.4,,27.61,36.45,,,,33,,4.34,0.246
1314554,ATH,ATH|ATH-MD,1998,10,31,7,43,28.1,,25.69,35.18,,,,10,,4.14,0.246
1321794,ISC,ISC|ATH-MD,1998,11,1,5,13,23.25,0.83,27.0624,36.3367,9.224,7.3,,5,,4.24,0.246
1321803,ISK,ISK|ATH-ML,1998,11,1,6,36,14.9,,26.49,38.38,,,,7,,3.94,0.22
1321809,THE,THE|ATH-ML,1998,11,1,7,16,6.41,,26.311,38.507,,,,10,,3.94,0.22
1321811,ISK,ISK|ISK-MD,1998,11,1,7,30,7.2,,30.05,38,,,,10,,3.22,0.27
1321875,ISK,ISK|ISK-MD,1998,11,1,19,1,59.5,,30.33,37.07,,,,7,,3.33,0.27
1321879,ISK,ISK|ISK-MD,1998,11,1,19,19,16.2,,29.59,37.82,,,,8,,3.33,0.27
1321882,ISC,ISC|ATH-MD,1998,11,1,19,35,20.11,0.84,25.9023,35.6224,13.28,7.913,,42,,3.94,0.246
1321924,THE,THE|ATH-MD,1998,11,2,0,44,30.18,,27.95,39.726,,,,10,,4.24,0.246
1322131,ISK,ISK|ATH-MD,1998,11,3,6,6,50.9,,27.11,36.41,,,,33,,4.24,0.246
1322342,ISK,ISK|ISK-MD,1998,11,4,12,46,34.2,,28.31,39.25,,,,5,,3.43,0.27
1322357,ISK,ISK|ISK-MD,1998,11,4,14,23,21.1,,27.41,39.21,,,,5,,3.22,0.27
1322573,THE,THE|ATH-ML,1998,11,5,21,52,3.4,,26.884,39.133,,,,13,,4.03,0.22
1322579,ISK,ISK|ISK-MD,1998,11,5,22,9,36.3,,26.42,39.11,,,,10,,3.22,0.27
1322586,ISK,ISK|ATH-MD,1998,11,5,23,32,29.7,,28.76,38.11,,,,5,,4.04,0.246
1322624,ISC,ISC|ATH-MD,1998,11,6,5,10,49.53,1.58,28.4398,36.101,11.06,11.99,90,28.1,14.3,4.04,0.246
1322799,ISC,ISC|ATH-MD,1998,11,7,8,41,55.3,4.28,25.5759,35.956,40.78,29.22,90,28,,3.83,0.246
1322911,ISC,ISC|ATH-MD,1998,11,8,0,47,38.17,1.59,27.6587,35.5232,18.8,9.983,,5,,4.04,0.246
1323003,ISC,ISC|ATH-MD,1998,11,8,13,27,16.1,1.85,26.1911,35.2646,24.48,10.41,,26,,3.83,0.246
1323087,ISK,ISK|ATH-MD,1998,11,9,2,28,40.7,,27.28,37.66,,,,6,,4.14,0.246
1323097,ISK,ISK|ISK-MD,1998,11,9,3,53,4.8,,30.81,37.1,,,,10,,3.97,0.27
1323162,ISK,ISK|ISK-MD,1998,11,9,10,29,37.4,,28.01,37.29,,,,5,,3.22,0.27
1323164,ISK,ISK|ISK-MD,1998,11,9,11,1,53.6,,26.89,39.21,,,,10,,3.11,0.27
1323264,ISK,ISK|ISK-MD,1998,11,9,22,45,7.3,,29.17,36.76,,,,10,,3.43,0.27
1323315,ISC,ISC|ATH-ML,1998,11,10,4,31,0.54,0.43,26.1715,35.291,4.407,3.416,,55.8,6.9,4.31,0.22
1323471,ISK,ISK|ISK-MD,1998,11,11,2,54,59.8,,28.56,37.68,,,,10,,3.33,0.27
1323560,ISK,ISK|ISK-MD,1998,11,11,13,34,49.6,,28.06,37.51,,,,10,,3.33,0.27
1323597,ISK,ISK|ISK-MD,1998,11,11,18,16,5.9,,30.13,38.09,,,,10,,3.22,0.27
1323664,ISK,ISK|ISK-MD,1998,11,12,7,24,34.1,,29.09,39.38,,,,7,,3.22,0.27
1323744,ISK,ISK|ISK-MD,1998,11,12,16,46,14.4,,28.13,37.55,,,,10,,3.22,0.27
1323932,ISC,ISC|ATH-MD,1998,11,13,21,19,33.7,0.71,27.0286,36.0748,6.585,7.925,90,5,,4.14,0.246
1324509,ISC,ISC|ATH-MD,1998,11,17,12,34,59.36,3.61,26.3631,34.7584,27.97,8.6,,2,12.5,4.14,0.246
1324625,ISK,ISK|ISK-MD,1998,11,18,9,30,51.4,,30.78,37.74,,,,7,,3.22,0.27
1324731,ISC,ISC|ATH-MD,1998,11,19,2,53,24.36,1.02,27.1979,36.5088,13.7,9.8,90,42,,3.94,0.246
1324741,ISC,ISC|ATH-ML,1998,11,19,3,54,22.47,0.54,27.1059,36.595,5.445,5.839,90,6,,4.41,0.22
1324827,ISK,ISK|ISK-MD,1998,11,19,13,26,47.1,,30.78,37.72,,,,6,,3.86,0.27
1324907,ISC,ISC|ATH-MD,1998,11,19,23,12,10.13,2.82,25.6391,35.6796,36.32,10.13,,30.6,38.6,3.73,0.246
1324962,ISC,ISC|ATH-MD,1998,11,20,8,29,36.88,0.8,25.9454,36.2008,10.49,7.631,,32,,3.83,0.246
1325090,THE,THE|ISK-MD,1998,11,21,6,20,52.88,,25.634,40.297,,,,10,,3.75,0.27
1325589,ISK,ISK|ISK-MD,1998,11,24,13,18,48.8,,29.28,37.87,,,,10,,3.22,0.27
1325810,ISC,ISC|ATH-ML,1998,11,25,19,28,53.78,0.98,26.3495,36.6447,4.017,4.862,90,8.8,7.8,4.41,0.22
1325826,ISC,ISC|ATH-ML,1998,11,25,20,59,51.64,1.71,27.0052,35.3791,15.78,7.258,,5.1,11,4.31,0.22
1325906,ISC,ISC|ATH-MD,1998,11,26,9,37,5.27,1.74,26.0233,38.671,16.21,10.47,90,10,,3.94,0.246
1326384,ISK,ISK|ISK-MD,1998,11,29,4,51,18.3,,29.14,36.33,,,,6,,3.75,0.27
1326638,ISC,ISC|NEIC-MB,1998,11,30,9,44,43.27,0.39,29.4026,35.6687,4.3,3.319,,50.3,5.1,4.54,0.225
1326664,ISK,ISK|ISK-MD,1998,11,30,12,25,37.1,,29.52,39.03,,,,7,,3.54,0.27
1331992,ISK,ISK|ISK-MD,1998,12,2,10,13,2,,29.59,35.38,,,,6,,3.75,0.27
1332025,ISK,ISK|ISK-MD,1998,12,2,14,14,31.4,,29.19,37.91,,,,6,,3.54,0.27
1332082,ISK,ISK|ISK-MD,1998,12,2,23,29,38.8,,29.17,37.94,,,,10,,3.33,0.27
1332127,ISK,ISK|ISK-MD,1998,12,3,7,45,12.8,,29.25,38.88,,,,5,,3.33,0.27
1332133,ISC,ISC|ATH-ML,1998,12,3,8,37,44.84,0.59,26.7641,36.3607,7.936,5.024,,150.8,12.6,4.13,0.22
1332197,ISK,ISK|ISK-MD,1998,12,3,15,51,15.6,,28.3,39.39,,,,10,,3.33,0.27
1332355,ISK,ISK|NEIC-MB,1998,12,4,16,47,3.5,,29.48,35.56,,,,33,,4.54,0.225
1332357,ISK,ISK|NEIC-MB,1998,12,4,17,9,21.2,,29.47,35.77,,,,9,,4.03,0.225
1332368,ISK,ISK|NEIC-MB,1998,12,4,18,39,59.5,,29.49,35.74,,,,33,,4.13,0.225
1332431,ISK,ISK|ISK-MD,1998,12,5,5,51,3.8,,30.71,36.95,,,,10,,3.22,0.27
1332594,ISK,ISK|ATH-MD,1998,12,6,7,30,17.3,,26.85,38.64,,,,10,,4.04,0.246
1332614,ATH,ATH|ATH-MD,1998,12,6,11,53,8,,27.37,37.8,,,,5,,3.94,0.246
1332623,ISC,ISC|ATH-MD,1998,12,6,12,43,56.01,1.32,27.4151,37.8312,17.28,10.19,,5,,3.94,0.246
1332648,ISC,ISC|ATH-MD,1998,12,6,16,13,22.94,1.36,26.372,35.6549,33.85,11.72,,26,,3.73,0.246
1332687,ATH,ATH|ATH-MD,1998,12,6,23,40,59.5,,27.4,37.77,,,,5,,3.94,0.246
1332765,ISK,ISK|ISK-MD,1998,12,7,11,59,29.7,,29.55,35.51,,,,10,,3.54,0.27
1332799,ATH,ATH|ATH-MD,1998,12,7,15,19,37.7,,27.36,35.65,,,,26,,3.73,0.246
1332964,ISK,ISK|ISK-MD,1998,12,8,18,50,12,,27.3,37.78,,,,5,,3.22,0.27
1332974,ATH,ATH|ATH-MD,1998,12,8,20,25,57.2,,26.92,36.49,,,,10,,3.63,0.246
1333056,ISC,ISC|ATH-MD,1998,12,9,10,53,28.91,1.14,25.8956,35.7011,11.34,12.72,90,26,,3.94,0.246
1333133,ISK,ISK|ISK-MD,1998,12,9,21,52,9,,29.05,36.15,,,,10,,3.75,0.27
1333209,ISK,ISK|ISK-MD,1998,12,10,10,52,53,,29.71,38.49,,,,10,,3.22,0.27
1333292,ATH,ATH|ATH-MD,1998,12,11,0,46,44,,26.75,34.86,,,,49,,3.63,0.246
1333387,ISK,ISK|ISK-MD,1998,12,11,14,4,24.8,,27.85,39.4,,,,10,,3.22,0.27
1333635,ISC,ISC|ATH-ML,1998,12,13,8,8,17.11,0.42,25.516,38.4254,4.139,3.852,90,5,,3.75,0.22
1333662,ISC,ISC|NEIC-MB,1998,12,13,12,51,56.09,1.19,26.2376,36.007,12.36,14.87,90,145.6,12,3.83,0.225
1333719,ISK,ISK|ATH-MD,1998,12,14,1,4,54.2,,27.78,38.95,,,,10,,3.83,0.246
1333727,ISK,ISK|ISK-MD,1998,12,14,2,49,28.8,,31.05,38.01,,,,6,,3.22,0.27
1333744,ATH,ATH|ATH-MD,1998,12,14,7,57,32.1,,26.35,34.85,,,,5,,3.94,0.246
1333789,ISK,ISK|NIC-ML,1998,12,14,14,5,51.2,,28.09,35.83,,,,10,,3.64,0.261
1333808,ISC,ISC|ATH-MD,1998,12,14,16,47,53.69,1.31,26.8581,37.8688,18.15,10.13,90,10,,3.83,0.246
1333810,ATH,ATH|ATH-MD,1998,12,14,16,51,25.2,,27.25,35.8,,,,8,,3.73,0.246
1333852,ISC,ISC|ATH-MD,1998,12,14,23,58,51.54,0.96,25.5783,35.9118,10.29,10.45,90,10,,3.94,0.246
1333981,ISK,ISK|ATH-MD,1998,12,15,21,33,45.9,,27.26,37.68,,,,8,,3.83,0.246
1334105,ISK,ISK|ISK-MD,1998,12,16,15,23,17.9,,31.18,37.63,,,,10,,3.33,0.27
1334128,ISK,ISK|ISK-MD,1998,12,16,18,32,43.6,,29.27,35.74,,,,6,,3.54,0.27
1334292,ISK,ISK|ISK-MD,1998,12,17,19,9,31.8,,28.83,37.26,,,,10,,3.86,0.27
1334669,ISC,ISC|ATH-ML,1998,12,19,17,42,8.89,3.83,26.7378,34.4537,27.89,8.7,,28,19,4.59,0.22
1335035,ISK,ISK|ISK-MD,1998,12,22,1,7,46,,29.36,37.98,,,,10,,3.33,0.27
1335268,ISK,ISK|ISK-MD,1998,12,23,13,50,41.4,,29.21,35.79,,,,33,,3.43,0.27
1335531,ISK,ISK|ATH-ML,1998,12,25,4,32,44.5,,24.84,37.7,,,,10,,3.85,0.22
1335569,ISK,ISK|ATH-MD,1998,12,25,12,37,34.5,,26.64,39.17,,,,10,,3.83,0.246
1335654,ISK,ISK|ISK-MD,1998,12,26,1,17,3,,29.19,37.78,,,,10,,3.33,0.27
1335720,ISC,ISC|ATH-ML,1998,12,26,11,2,38.99,0.84,26.4712,36.5882,6.658,7.259,90,5,,3.94,0.22
1335728,ISC,ISC|ATH-ML,1998,12,26,12,20,23.59,0.91,26.3704,36.6404,7.081,8.336,90,5,,3.94,0.22
1335865,ISK,ISK|ATH-MD,1998,12,27,17,33,16,,27.8,39.25,,,,10,,3.73,0.246
1336062,ISC,ISC|ATH-MD,1998,12,29,5,44,51.91,1.08,27.4397,36.4092,13,10.18,,22,,3.73,0.246
1336278,ISK,ISK|ISK-MD,1998,12,31,0,35,47.5,,29.9,37.82,,,,10,,3.22,0.27
1336339,ISK,ISK|ISK-MD,1998,12,31,11,16,23.6,,29.85,37,,,,33,,3.33,0.27
1336364,THE,THE|ATH-ML,1998,12,31,17,44,8.12,,26.317,38.75,,,,13,,4.03,0.22
1435917,ISC,ISC|ISK-MD,1999,1,2,23,42,15.75,3.98,28.919,36.767,56.39,20.45,,10,,3.22,0.27
1436707,ISC,ISC|ATH-MD,1999,1,5,12,4,14.33,1.09,27.924,37.027,10.99,9.7,90,24.7,15.8,3.94,0.246
1436861,ISC,ISC|ATH-ML,1999,1,5,21,32,43.91,0.81,26.114,35.576,9.5,5.236,,37,,4.22,0.22
1437148,ISC,ISC|ATH-MD,1999,1,6,22,41,3.12,0.96,27.82,39.093,5.686,4.2,90,6,8.6,4.04,0.246
1437501,ISC,ISC|ATH-MD,1999,1,8,0,40,28.96,1.62,26.362,39.004,41.49,17.43,90,5,,3.73,0.246
