eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
11661497,ISK,2008,10,24,6,57,41.1,nan,28.905,36.196,nan,nan,nan,13,nan,3.33,0.27
11661498,ISK,2008,10,24,7,12,28,nan,30.717,35.887,nan,nan,nan,12,nan,3.43,0.27
11661507,ISK,2008,10,24,15,51,32.2,nan,29.064,36.998,nan,nan,nan,5,nan,3.22,0.27
11661508,THE,2008,10,24,17,28,13.3,nan,26.7127,38.5678,2.7,0.9,245,22,2.6,3.32,0.246
11661516,ISK,2008,10,25,2,53,25.8,nan,28.452,36.008,nan,nan,nan,19,nan,3.52,0.246
11661540,IDC,2008,10,26,15,53,53.03,2.66,26.4936,36.1055,26.2,16.9,79,130.5,28.8,3.7,0.188
11661543,ISK,2008,10,26,22,46,44.7,nan,30.787,36.106,nan,nan,nan,19,nan,3.22,0.27
11661544,ISK,2008,10,26,22,49,21.5,nan,30.851,36.054,nan,nan,nan,9,nan,3.43,0.27
13910166,DDA,2008,10,26,23,16,48.36,nan,30.9642,35.8577,nan,nan,nan,7,7.8,3.8,0.5
11661549,ISK,2008,10,27,4,25,24.8,nan,28.205,38.898,nan,nan,nan,5,nan,3.54,0.27
11661552,ISK,2008,10,27,6,53,39.8,nan,27.277,38.976,nan,nan,nan,8,nan,3.22,0.27
13398248,ATH,2008,10,27,13,37,1.1,nan,26.11,35.21,3,1.4,-1,16,2.7,3.32,0.246
13398280,THE,2008,10,27,18,24,24.2,nan,26.563,35.7362,4.8,0.9,137,24.7,4.8,3.63,0.246
13910210,DDA,2008,10,28,0,50,40.2,nan,30.0935,37.9465,nan,nan,nan,7,5.9,3.7,0.5
11661575,ISK,2008,10,28,3,46,34.1,nan,28.227,39.437,nan,nan,nan,5,nan,3.11,0.27
13398418,THE,2008,10,28,19,34,39,nan,25.1017,36.0877,1.5,0.4,74,9.3,1.4,3.73,0.246
11661591,ISK,2008,10,28,20,11,32,nan,29.066,37.018,nan,nan,nan,10,nan,3.22,0.27
13398427,THE,2008,10,28,20,26,51.4,nan,26.9737,35.9487,2.8,1,102,15.4,2.6,3.83,0.246
13398430,ATH,2008,10,28,20,42,27.6,nan,26.94,36.07,1.9,2.7,-1,28,4.2,3.52,0.246
13398534,ATH,2008,10,29,12,34,20.5,nan,26.35,35.11,3.3,1.1,-1,28,2.2,3.42,0.246
13398535,ATH,2008,10,29,12,36,17.1,nan,26.33,35.03,3.9,1.3,-1,30,2.7,3.32,0.246
11661600,ISK,2008,10,29,16,12,24.4,nan,26.867,37.863,nan,nan,nan,5,nan,3.52,0.246
13398576,ATH,2008,10,29,19,33,33.9,nan,27.27,35.38,5.1,3.2,-1,26,2.5,3.73,0.246
11661604,ISK,2008,10,29,23,20,42.1,nan,31.176,35.938,nan,nan,nan,15,nan,3.75,0.27
13398585,ATH,2008,10,29,23,21,11.7,nan,28.75,36.36,3.1,24.9,-1,42,3.2,3.94,0.246
11661614,THE,2008,10,30,4,58,20.1,nan,27.8332,36.6582,2.1,0.4,32,0.3,0.9,3.94,0.246
13398625,ATH,2008,10,30,9,11,1.1,nan,26.31,37.66,0.5,0.5,-1,3,2.5,3.52,0.246
11661617,THE,2008,10,30,9,45,34.9,nan,26.6162,38.2638,1.5,0.5,277,12.2,1,3.63,0.246
11661634,THE,2008,10,30,21,29,46.8,nan,28.5087,36.6428,11,2,80,0.7,4.9,3.86,0.27
11661643,ISK,2008,10,31,10,2,13.8,nan,31.278,37.296,nan,nan,nan,5,nan,3.54,0.27
11661646,ISK,2008,10,31,10,31,15.2,nan,28.162,37.247,nan,nan,nan,7,nan,2.63,0.188
13398750,ATH,2008,10,31,16,2,12.2,nan,27.33,35.22,2.5,1.7,-1,18,2.3,3.32,0.246
13910292,DDA,2008,10,31,16,3,59.69,nan,29.4632,36.2045,nan,nan,nan,6.9,6.2,3.8,0.5
13398805,ATH,2008,11,1,0,6,13.8,nan,27.23,36.52,0.9,1.7,-1,36,4.4,3.52,0.246
14011111,DDA,2008,11,1,1,36,47.95,nan,26.454,39.0482,nan,nan,nan,28.5,1.6,3.7,0.5
12071860,ISK,2008,11,1,14,32,49.5,nan,29.398,39.141,nan,nan,nan,7,nan,3.52,0.188
13398885,ATH,2008,11,1,14,51,5,nan,27.5,35.2,2.8,3.3,-1,15,3.3,3.32,0.246
12071871,THE,2008,11,1,16,10,42.4,nan,26.9102,36.4927,11.4,1.4,141,103.2,11,3.33,0.27
12071875,ISK,2008,11,1,16,38,31.7,nan,26.691,37.886,nan,nan,nan,4,nan,3,0.27
13398906,ATH,2008,11,1,16,40,57.8,nan,26.95,35.8,18.3,9.4,-1,21,nan,3.32,0.246
14011149,DDA,2008,11,2,0,20,1.12,nan,29.1948,37.0052,nan,nan,nan,7,3.9,3.8,0.5
13398989,THE,2008,11,2,5,38,38.1,nan,26.9015,35.2242,11.5,1.1,147,0,3.5,3.83,0.246
12072008,ISK,2008,11,2,17,54,50.6,nan,29.341,36.891,nan,nan,nan,4,nan,3.43,0.27
11456226,IDC,2008,11,2,21,25,32.79,1.77,31.2917,35.7393,19.9,10,67,46,15.8,3.97,0.188
12072064,THE,2008,11,3,2,48,19.2,nan,26.6538,38.156,2.2,0.9,267,17.2,1.5,3.73,0.246
13399134,IDC,2008,11,3,19,34,33.45,2.08,28.3071,35.7092,18,14,89,101.3,28.4,4.15,0.188
12072207,ISK,2008,11,4,3,40,29.8,nan,29.424,36.085,nan,nan,nan,5,nan,3.33,0.27
13399208,ATH,2008,11,4,13,57,25.2,nan,27.55,35.12,1.1,1.3,-1,14,1.2,3.32,0.246
12072284,ISK,2008,11,4,19,27,50.1,nan,30.645,35.963,nan,nan,nan,7,nan,3.33,0.27
12072288,ISK,2008,11,4,20,4,38.5,nan,30.396,37.141,nan,nan,nan,106,nan,3.65,0.27
12072320,ISK,2008,11,5,1,15,52.1,nan,29.232,36.896,nan,nan,nan,5,nan,3.22,0.27
12072337,ISK,2008,11,5,5,14,49.2,nan,30.966,37.996,nan,nan,nan,8,nan,3.33,0.27
12072338,ISK,2008,11,5,5,21,32.9,nan,27.47,35.494,nan,nan,nan,5,nan,3.65,0.27
12072395,IDC,2008,11,5,11,57,25.23,1.18,27.3241,35.1822,23.7,20.4,2,0,nan,3.61,0.188
12072461,THE,2008,11,5,20,1,6.3,nan,27.4232,39.5098,6.2,3.3,3,10.1,2.9,3.22,0.246
13399367,THE,2008,11,5,21,22,14.5,nan,26.3913,35.1263,3.8,1,162,0.7,1.7,3.52,0.246
13399370,ATH,2008,11,5,21,57,46,nan,26.4,36.79,2,1,-1,31,3.5,3.42,0.246
13399387,IDC,2008,11,6,2,18,54.01,0.63,27.0017,35.1284,14.7,11.4,6,0,nan,3.88,0.188
12072496,ISK,2008,11,6,4,51,44.5,nan,29.398,39.123,nan,nan,nan,2,nan,3.22,0.27
12072515,ISK,2008,11,6,10,15,3.1,nan,28.202,37.248,nan,nan,nan,7,nan,2.79,0.27
12072518,ISK,2008,11,6,10,43,5.9,nan,27.92,37.08,nan,nan,nan,4,nan,2.36,0.27
14011310,DDA,2008,11,6,14,17,15.66,nan,30.8842,36.0467,nan,nan,nan,23.4,5,3.7,0.5
14011313,DDA,2008,11,6,15,4,59.94,nan,29.6828,38.5018,nan,nan,nan,7,5.3,3.7,0.5
12072554,ISK,2008,11,6,17,28,26.5,nan,28.786,37.906,nan,nan,nan,8,nan,3.11,0.27
12072589,IDC,2008,11,6,22,47,57.54,1.27,27.0248,35.3913,29.8,19.8,152,0,nan,4.08,0.2
12072607,THE,2008,11,7,0,34,23.7,nan,28.4473,36.3567,3.8,2.2,243,33.7,2.8,3.73,0.246
12072624,ISK,2008,11,7,4,44,11.4,nan,30.558,36.291,nan,nan,nan,84,nan,3.43,0.27
12072688,THE,2008,11,7,13,54,31.3,nan,25.4835,36.4663,2.7,1.2,326,0,1.6,3.83,0.246
12072703,ISK,2008,11,7,15,53,55,nan,27.423,36.836,nan,nan,nan,6,nan,3.52,0.246
12072723,ISK,2008,11,7,17,50,34.7,nan,26.863,36.734,nan,nan,nan,13,nan,3.42,0.246
12072851,ISK,2008,11,8,18,27,28.9,nan,26.81,36.669,nan,nan,nan,12,nan,3.52,0.246
12072857,ISK,2008,11,8,19,55,38.5,nan,29.288,36.824,nan,nan,nan,5,nan,2.9,0.27
12072894,ISK,2008,11,9,0,36,59.9,nan,30.158,38.977,nan,nan,nan,7,nan,3.11,0.27
12072913,ISK,2008,11,9,2,58,18.1,nan,27.787,36.965,nan,nan,nan,4,nan,3.11,0.27
12072919,ISK,2008,11,9,4,24,8.9,nan,29.037,36.018,nan,nan,nan,12,nan,3.22,0.27
13399643,ATH,2008,11,9,9,30,30.4,nan,27.18,35.39,3.9,2.5,-1,22,1.8,3.52,0.246
12072953,ISK,2008,11,9,13,11,9.9,nan,29.379,36.894,nan,nan,nan,18,nan,2.58,0.27
11406530,IDC,2008,11,9,13,20,25.92,1.82,28.2376,36.7906,13.8,12.4,48,57.9,18.4,4.15,0.188
12073066,ISK,2008,11,10,12,28,21.4,nan,28.213,38.266,nan,nan,nan,5,nan,2.9,0.188
14011442,ISCJB,2008,11,10,12,55,8.58,0.6,29.1028,36.9762,7.96,4.843,14,4.9,7.97,3.9,0.5
13399759,ISCJB,2008,11,10,14,28,56.37,0.52,27.1835,38.8411,4.133,3.873,42,1.3,5.98,3.42,0.246
14011517,DDA,2008,11,12,15,7,26.66,nan,28.1252,37.1387,nan,nan,nan,6.9,7,3.8,0.5
12073362,THE,2008,11,13,1,7,49.5,nan,27.0993,38.8215,2.2,0.8,240,9.9,2.1,3.73,0.246
13399992,ATH,2008,11,13,5,34,18.6,nan,27.43,35.21,0.3,0.6,-1,13,0.4,3.42,0.246
12073401,ISK,2008,11,13,8,17,29.2,nan,28.552,36.894,nan,nan,nan,8,nan,2.9,0.27
12073427,IDC,2008,11,13,15,56,20.33,2.99,26.5534,35.7196,29.5,18.6,116,133.3,35.5,3.87,0.2
12073484,ISK,2008,11,14,4,15,22,nan,29.2,37.849,nan,nan,nan,4,nan,3.22,0.27
13400142,THE,2008,11,14,10,55,9.9,nan,25.6415,36.6768,3.3,0.7,279,5.9,2,3.52,0.246
12073633,ISK,2008,11,15,14,29,3.4,nan,26.106,38.881,nan,nan,nan,11,nan,3.32,0.246
12073636,ISK,2008,11,15,15,18,16.7,nan,28.169,37.227,nan,nan,nan,6,nan,3,0.27
12073646,ISK,2008,11,15,17,10,18.4,nan,29.433,39.118,nan,nan,nan,5,nan,3.61,0.188
13400322,ISCJB,2008,11,16,7,12,30.06,0.42,26.8841,36.4035,8.342,4.492,149,100,nan,3.8,0.313
12073715,ISK,2008,11,16,7,31,29.4,nan,28.997,36.906,nan,nan,nan,6,nan,3.43,0.27
12073721,ISK,2008,11,16,8,28,45.5,nan,26.278,38.722,nan,nan,nan,6,nan,3.83,0.246
12073723,ISK,2008,11,16,8,50,20.4,nan,29.286,36.332,nan,nan,nan,14,nan,3.33,0.27
12073754,IDC,2008,11,16,14,3,24.25,3.66,27.0488,36.505,47.1,19,136,154.5,38,3.67,0.2
11490445,IDC,2008,11,16,16,43,27.11,2.15,26.7864,36.6919,20,15.3,146,133.6,22.8,3.97,0.2
13400362,ATH,2008,11,16,18,46,31.8,nan,26.67,37.55,2.6,5.6,-1,4,nan,3.32,0.246
12073809,THE,2008,11,17,1,52,5.8,nan,26.0345,38.877,2.7,0.8,89,13.2,1.7,3.22,0.27
13400427,THE,2008,11,17,11,34,57,nan,26.4648,36.893,5.8,0.6,39,26.7,5,3.73,0.246
13400429,ATH,2008,11,17,12,7,48.9,nan,27.16,35.56,6.1,3.3,-1,6,3.7,3.52,0.246
13400430,THE,2008,11,17,12,19,54.4,nan,26.6478,35.138,2,0.5,154,8.2,1.5,3.42,0.246
12073860,THE,2008,11,17,14,9,29.3,nan,26.7385,36.5562,2.6,0.5,40,4,2.5,3.73,0.246
13400488,THE,2008,11,18,1,0,48,nan,25.7247,35.3357,3.4,0.5,173,14.7,1.4,3.32,0.246
12073956,ISK,2008,11,18,2,32,23.3,nan,26.741,38.131,nan,nan,nan,5,nan,3.42,0.246
12073962,ISK,2008,11,18,3,58,54.4,nan,29.066,37,nan,nan,nan,3,nan,3.65,0.27
13400499,ATH,2008,11,18,4,39,7.7,nan,26.2,35.53,3.4,0.9,-1,16,2.7,3.42,0.246
12073993,ISK,2008,11,18,9,20,48.5,nan,29.145,37.039,nan,nan,nan,16,nan,3.22,0.27
13400521,ATH,2008,11,18,12,16,49.5,nan,27.29,35.23,1.8,1.3,-1,16,1.9,3.73,0.246
12074035,ISK,2008,11,18,18,49,23.8,nan,28.324,37.264,nan,nan,nan,5,nan,4.04,0.246
12074046,ISK,2008,11,18,20,6,16.8,nan,27.051,38.327,nan,nan,nan,3,nan,3.52,0.246
12074047,ISK,2008,11,18,20,11,2,nan,27.28,38.282,nan,nan,nan,13,nan,3.33,0.27
12074109,THE,2008,11,19,5,35,12.3,nan,26.8668,37.258,4,0.8,67,24.6,4,3.88,0.188
12074116,ISK,2008,11,19,6,39,49.4,nan,27.333,35.046,nan,nan,nan,18,nan,3.42,0.246
12074135,ISK,2008,11,19,11,1,56.2,nan,31.029,36.129,nan,nan,nan,8,nan,3.43,0.27
12074351,ISK,2008,11,21,1,0,14.7,nan,29.154,36.988,nan,nan,nan,8,nan,3.22,0.27
13400750,ATH,2008,11,21,1,30,24.3,nan,27.23,35.31,3.1,2,-1,5,4.7,3.32,0.246
12074370,ISK,2008,11,21,4,50,37,nan,26.968,38.39,nan,nan,nan,9,nan,3.32,0.246
12074402,ISK,2008,11,21,15,10,34,nan,28.194,37.197,nan,nan,nan,8,nan,2.79,0.27
14011811,DDA,2008,11,21,22,41,35.74,nan,29.555,36.0875,nan,nan,nan,5.1,8.1,3.7,0.5
13400872,ATH,2008,11,22,16,14,43.1,nan,27.24,35.39,11,5.3,-1,24,4.7,3.32,0.246
12074524,ISK,2008,11,22,17,9,1.2,nan,29.243,37.856,nan,nan,nan,2,nan,3.11,0.27
12074537,ISK,2008,11,22,21,23,15.7,nan,26.624,38.169,nan,nan,nan,2,nan,3.22,0.246
13400918,ATH,2008,11,23,6,7,47.4,nan,26.87,35.58,11.9,10.4,-1,34,18.1,3.32,0.246
13400963,ATH,2008,11,23,19,29,13.8,nan,26.8,35.48,8,3.3,-1,17,8.9,3.32,0.246
13400975,ATH,2008,11,23,23,45,33.3,nan,26.31,38.85,0.3,0.9,-1,29,0.5,3.42,0.246
13400981,ATH,2008,11,24,2,24,32.3,nan,27.75,35.29,2,1.2,-1,3,nan,3.73,0.246
11492007,IDC,2008,11,24,11,34,5.86,0.69,28.3576,36.5677,11,10,32,75.1,7.2,4.24,0.188
12074681,ISK,2008,11,24,12,32,5.3,nan,30.939,37.945,nan,nan,nan,24,nan,2.63,0.188
13401017,ATH,2008,11,24,12,41,5.6,nan,26.79,35.65,nan,nan,nan,9,nan,3.42,0.246
13401088,ATH,2008,11,25,15,31,19.1,nan,26.87,35.32,4.3,1.9,-1,25,1.5,3.32,0.246
13401104,ISCJB,2008,11,25,19,34,13.31,0.61,26.5219,38.1523,5.368,3.822,158,1.6,5.53,3.52,0.246
13401105,ISCJB,2008,11,25,20,17,55.44,0.48,27.0468,34.4927,8.1,4.703,3,33,nan,3,0.313
14011914,ISC,2008,11,26,0,38,14.13,3.44,26.4714,38.2437,24.41,15.59,21,10,nan,3.4,0.276
13401189,THE,2008,11,26,20,18,10.3,nan,25.9228,35.4988,4.9,1,169,46.5,4.6,3.73,0.246
12074953,ISK,2008,11,26,21,29,28.2,nan,27.813,39.258,nan,nan,nan,5,nan,3.63,0.246
13401201,THE,2008,11,26,22,2,45.9,nan,26.8258,36.1988,9.1,1.1,148,98.5,8.6,3.37,0.329
12074962,ISK,2008,11,26,22,17,54.4,nan,27.366,37.861,nan,nan,nan,3,nan,3.42,0.246
13401383,ISCJB,2008,11,28,14,39,40.74,0.75,26.5236,37.3781,10.07,5.855,161,29.2,8.69,3.42,0.246
14011976,DDA,2008,11,28,23,34,39.44,nan,29.0578,38.0508,nan,nan,nan,13.5,1.9,3.21,0.276
13401433,ATH,2008,11,29,1,44,57.6,nan,27.36,35.55,2.8,1.6,-1,11,1.3,3.52,0.246
15108709,ATH,2008,11,29,8,30,51.3,nan,27.97,35.37,8.4,3.9,-1,39,14.1,3.63,0.246
12075303,THE,2008,11,30,1,42,50,nan,26.0797,38.8585,1.6,0.6,93,8.8,1.1,3.97,0.188
12075324,ISK,2008,11,30,9,58,57.7,nan,27.158,37.917,nan,nan,nan,6,nan,3.42,0.246
12075326,THE,2008,11,30,11,59,40.3,nan,26.6122,36.4925,5.9,1.3,155,173.1,5.7,2.36,0.188
13401568,ATH,2008,11,30,16,10,1.2,nan,26.87,35.46,12.8,7.4,-1,15,9.8,3.32,0.246
12075361,ISK,2008,11,30,19,41,35.2,nan,29.202,37.848,nan,nan,nan,2,nan,3.43,0.27
12075377,IDC,2008,12,1,0,59,7.17,1.5,27.9645,35.1416,210.6,23.8,140,0,nan,3.67,0.2
15119349,THE,2008,12,1,9,32,26.8,nan,26.2235,38.7382,2.8,0.7,96,0.1,1.6,3.63,0.246
12864855,THE,2008,12,1,11,30,32.2,nan,28.9658,36.2172,6.6,0.8,302,47.1,6.6,3.73,0.246
12864848,THE,2008,12,1,19,7,57.7,nan,26.7903,36.5747,8.8,1.5,138,139.8,8.6,3.65,0.27
12864840,ISK,2008,12,1,23,22,16.6,nan,28.235,35.632,nan,nan,nan,33,nan,3.73,0.246
12864903,THE,2008,12,2,0,6,50.5,nan,27.8992,37,41.7,2,336,13.2,38.1,2.9,0.27
12864892,ISK,2008,12,2,10,3,10.8,nan,27.481,39.112,nan,nan,nan,2,nan,3.22,0.27
13401728,ATH,2008,12,2,17,9,24.4,nan,26.85,35.53,nan,nan,nan,13,nan,3.42,0.246
13401734,ATH,2008,12,2,18,33,18.5,nan,26.05,35.62,7.6,3.2,-1,3,nan,3.42,0.246
13401767,ISCJB,2008,12,3,4,24,57.44,0.85,28.7704,35.1359,14.18,6.303,137,33,nan,3.79,0.296
13401776,ATH,2008,12,3,6,50,35.1,nan,26.38,34.84,2.1,0.8,-1,24,1.9,3.42,0.246
12864944,ISK,2008,12,5,5,22,1.6,nan,29.431,39.151,nan,nan,nan,5,nan,3.11,0.27
12075860,IDC,2008,12,5,8,34,8.63,1.34,27.1845,37.0722,37.6,21.4,137,0,nan,3.79,0.188
12864934,ISK,2008,12,5,12,35,58.2,nan,27.075,37.396,nan,nan,nan,7,nan,3.42,0.246
11493351,ISK,2008,12,5,21,9,59.6,nan,28.045,37.037,nan,nan,nan,12,nan,3.73,0.246
13402009,ISCJB,2008,12,5,21,23,9.82,0.57,26.6667,38.8085,6.506,4.846,28,21.4,7.18,3.52,0.246
11493352,IDC,2008,12,5,22,26,10.89,2.45,26.6765,35.5206,21.1,13.6,150,51.5,26.4,3.79,0.188
12864951,ISK,2008,12,5,22,31,26.2,nan,29.251,37.415,nan,nan,nan,9,nan,3.11,0.27
12076052,IDC,2008,12,6,19,2,33.87,1.65,29.0596,36.7609,37.3,23.5,138,0,nan,3.17,0.188
12864958,ISK,2008,12,6,19,9,25.8,nan,27.031,37.824,nan,nan,nan,9,nan,3.32,0.246
12864955,ISK,2008,12,6,19,57,0.2,nan,26.999,38.618,nan,nan,nan,11,nan,3.32,0.246
12864953,ISK,2008,12,6,23,26,30.4,nan,27.165,38.81,nan,nan,nan,17,nan,3.33,0.27
12864985,ISK,2008,12,7,19,22,12,nan,28.244,39.28,nan,nan,nan,9,nan,3.33,0.27
12864979,ISK,2008,12,7,22,46,27.2,nan,29.188,36.897,nan,nan,nan,19,nan,3.43,0.27
12865008,ISK,2008,12,8,5,24,11.9,nan,29.149,37.036,nan,nan,nan,18,nan,3.43,0.27
12865005,ISK,2008,12,8,9,35,15.8,nan,27.544,38.182,nan,nan,nan,5,nan,2.9,0.27
12865002,THE,2008,12,8,17,27,8.5,nan,26.0312,38.8692,1.2,0.4,199,4.6,1.2,3.63,0.246
13402277,ATH,2008,12,8,19,59,11.4,nan,26.84,35.58,2.3,1.4,-1,30,1.8,3.52,0.246
12865031,ISK,2008,12,9,11,3,49.7,nan,26.552,36.858,nan,nan,nan,4,nan,3.52,0.246
12865025,ISK,2008,12,9,18,5,48.5,nan,30.016,35.919,nan,nan,nan,18,nan,3.33,0.27
12865024,ISK,2008,12,9,18,9,42.4,nan,29.191,37.105,nan,nan,nan,10,nan,3.11,0.27
13402364,ATH,2008,12,9,22,58,50.2,nan,26.88,36.45,0.8,1.6,-1,12,3.3,3.83,0.246
12865018,ISK,2008,12,9,23,21,4.6,nan,27.708,36.96,nan,nan,nan,6,nan,3.73,0.246
12865058,ISK,2008,12,10,8,13,5.7,nan,29.125,37.158,nan,nan,nan,7,nan,3.22,0.27
12865056,ISK,2008,12,10,10,0,13.4,nan,26.727,38.933,nan,nan,nan,14,nan,3.33,0.27
13402391,THE,2008,12,10,11,46,33.5,nan,25.7037,35.754,4.7,1.6,265,26.5,4.6,3.43,0.299
14259898,DDA,2008,12,10,21,22,43.11,nan,29.1253,36.9465,nan,nan,nan,7,3.8,3.7,0.5
13402441,ATH,2008,12,11,0,39,3.9,nan,27.26,35.31,2.1,1.3,-1,21,1.3,3.52,0.246
12865092,ISK,2008,12,11,1,45,51.1,nan,29.369,35.832,nan,nan,nan,14,nan,3.73,0.246
12865091,ISK,2008,12,11,2,13,41.1,nan,29.306,36.049,nan,nan,nan,7,nan,3.32,0.246
12865081,ATH,2008,12,11,6,52,19.5,nan,26.39,37.35,1.4,1.1,-1,8,3.2,3.32,0.246
14259900,DDA,2008,12,11,9,51,54.3,nan,30.7183,37.1848,nan,nan,nan,7.3,6.6,3.8,0.5
12865080,ISK,2008,12,11,10,35,10.5,nan,29.316,35.907,nan,nan,nan,3,nan,3.42,0.246
13402480,ATH,2008,12,11,11,56,49.4,nan,26.18,35.45,1.4,0.6,-1,32,1.6,3.32,0.246
12865117,ISK,2008,12,12,1,22,33.9,nan,30.943,35.812,nan,nan,nan,31,nan,3.33,0.27
12865115,ISK,2008,12,12,2,32,13.2,nan,28.49,36.383,nan,nan,nan,16,nan,3,0.27
13402558,ISCJB,2008,12,12,14,0,2.13,0.76,27.0276,34.6344,12.38,5.371,40,33,nan,3.2,0.313
13402583,THE,2008,12,12,22,20,43.5,nan,26.581,35.3747,2.9,0.6,160,5.6,1.5,3.52,0.246
12865095,ISK,2008,12,12,22,28,5.5,nan,28.147,37.066,nan,nan,nan,5,nan,3.33,0.27
13402592,ATH,2008,12,13,0,3,57,nan,26.54,35.64,2.8,1.1,-1,18,3.4,3.52,0.246
14259922,DDA,2008,12,13,21,54,52.96,nan,29.1317,36.1398,nan,nan,nan,7,1.4,3.7,0.5
12865134,ISK,2008,12,13,22,57,7.3,nan,27.773,38.976,nan,nan,nan,6,nan,3,0.27
12865141,ISK,2008,12,14,3,51,4.2,nan,26.091,38.885,nan,nan,nan,2,nan,3,0.27
12865138,ISK,2008,12,14,15,58,59.4,nan,26.767,38.193,nan,nan,nan,2,nan,3.63,0.246
13402772,ATH,2008,12,14,21,16,11.8,nan,26.57,35.49,3.4,1,-1,21,1.4,3.42,0.246
12865137,ISK,2008,12,14,22,44,9.5,nan,29.264,36.941,nan,nan,nan,5,nan,3.33,0.27
12865156,ISK,2008,12,15,12,22,32.5,nan,29.329,39.283,nan,nan,nan,5,nan,3.11,0.27
12865147,ISK,2008,12,15,18,57,51.6,nan,27.543,37.862,nan,nan,nan,6,nan,3.11,0.27
12865174,ISK,2008,12,16,2,26,49.4,nan,27.785,38.82,nan,nan,nan,6,nan,3.43,0.27
13402904,ATH,2008,12,16,3,54,21.2,nan,26.74,35.49,4,2.4,-1,44,2.8,3.42,0.246
13402906,ATH,2008,12,16,3,57,18.4,nan,26.65,35.28,2.5,0.7,-1,31,0.6,3.42,0.246
12077753,IDC,2008,12,16,12,7,57.46,2.72,26.7364,35.3523,21.2,15.4,146,54.2,27.9,3.97,0.2
13402947,ATH,2008,12,16,18,48,16,nan,27.17,36.13,3.5,3.4,-1,24,7.1,3.32,0.246
12865163,ISK,2008,12,16,21,52,48.8,nan,27.396,37.909,nan,nan,nan,8,nan,3.63,0.246
13402966,ATH,2008,12,17,0,59,21,nan,27.7,35.23,1.8,0.9,-1,21,2,3.42,0.246
12865197,ISK,2008,12,17,5,5,17.3,nan,28.283,36.66,nan,nan,nan,8,nan,3.22,0.27
12865196,ISK,2008,12,17,5,10,38.3,nan,25.624,38.429,nan,nan,nan,10,nan,3.22,0.27
12865190,ISK,2008,12,17,11,43,21.5,nan,28.119,39.382,nan,nan,nan,17,nan,2.9,0.27
13403101,ATH,2008,12,18,2,44,16.1,nan,26.22,34.89,2.7,0.5,-1,5,4.1,3.42,0.246
12865212,THE,2008,12,18,3,51,2.3,nan,26.8038,36.7547,3.8,0.7,344,12.2,3,3.22,0.27
13403178,ATH,2008,12,18,22,5,32.8,nan,27.17,35.8,6.3,3.9,-1,5,nan,3.73,0.246
12865235,ISK,2008,12,19,0,39,49.6,nan,27.489,36.879,nan,nan,nan,8,nan,3.33,0.27
12865232,ISK,2008,12,19,1,57,6,nan,30.64,37.215,nan,nan,nan,9,nan,3.52,0.246
12865229,THE,2008,12,19,5,44,7.7,nan,26.5493,35.5443,5.2,1.2,159,14.2,4.2,2.72,0.188
12865228,ISK,2008,12,19,5,52,55.4,nan,30.589,37.281,nan,nan,nan,13,nan,3.22,0.27
13403336,ATH,2008,12,19,15,56,11.8,nan,26.52,35.62,1.6,1.1,-1,31,1.6,3.32,0.246
14260009,DDA,2008,12,20,1,21,49.58,nan,29.202,36.9678,nan,nan,nan,6.7,4.8,3.7,0.5
12865248,ISK,2008,12,20,2,16,24.9,nan,31.104,37.246,nan,nan,nan,96,nan,3.43,0.27
13403440,THE,2008,12,20,6,30,55.9,nan,26.0897,35.4338,2.1,0.6,168,9.3,1.8,3.42,0.246
13403477,ATH,2008,12,20,14,3,24.9,nan,27.54,35.33,4.2,2.9,-1,32,2.6,3.42,0.246
12865243,ISK,2008,12,20,18,2,25.8,nan,28.174,37.118,nan,nan,nan,17,nan,2.36,0.188
12865242,ISK,2008,12,20,18,24,13.8,nan,28.195,36.993,nan,nan,nan,6,nan,2.27,0.188
12865241,ISK,2008,12,20,18,43,47.4,nan,26.876,38.855,nan,nan,nan,11,nan,3.42,0.246
12865236,ISK,2008,12,20,22,42,27.2,nan,28.155,39.098,nan,nan,nan,8,nan,2.19,0.188
12865270,ISK,2008,12,21,0,9,55,nan,28.046,37.136,nan,nan,nan,5,nan,2.36,0.188
12078456,IDC,2008,12,21,12,35,53.74,1.46,25.8566,33.8751,25.7,15.5,16,0,nan,3.87,0.2
13403581,ATH,2008,12,21,13,20,19.4,nan,27.3,35.77,5.1,4.4,-1,19,3.3,3.42,0.246
13403584,THE,2008,12,21,13,46,11.7,nan,25.6248,36.6968,16.2,0.5,275,7.4,16.1,3.32,0.246
13403651,ATH,2008,12,22,13,56,8.9,nan,26.7,35.54,2.2,1.3,-1,19,2,3.42,0.246
12078677,IDC,2008,12,23,12,53,8.52,0.97,27.1755,36.0928,28,16.9,155,0,nan,3.88,0.188
15686531,IDC,2008,12,24,3,29,8.29,1.71,29.3597,37.7053,30.6,25.6,168,0,nan,2.85,0.276
12865333,ISK,2008,12,24,4,40,4.8,nan,30.695,37.227,nan,nan,nan,5,nan,3.11,0.27
12865332,ISK,2008,12,24,5,46,34.5,nan,28.567,36.797,nan,nan,nan,4,nan,3.94,0.246
13403833,IDC,2008,12,24,5,55,4,5.05,29.2373,37.8747,18.7,14.6,7,28.7,38.1,4.15,0.188
